created_date,funny,wow,sad,likes,disagree,toxicity,severe_toxicity,obscene,sexual_explicit,identity_attack,insult,threat,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disabil,psychiatric_or_mental_illness,other_disability,identity_annotator_count,toxicity_annotator_count,clean
2017-05-17 08:51:21.295261+00,1,0,0,0,0,0.741935484,0,0.064516129,0,0.016129032,0.741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,you are a troll
2017-05-17 14:15:48.464162+00,0,0,0,0,0,0.923076923,0.057692308,0.096153846,0,0.019230769,0.884615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,ah to be fat drunk and stupid
2017-05-17 22:41:27.126152+00,0,0,0,1,0,0.641791045,0.014925373,0,0,0.014925373,0.611940299,0.074626866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,another thug and dictator
2017-05-19 03:56:11.863670+00,0,0,0,0,0,0.7,0,0.1,0.1,0.5,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,i dont know the whole suspension thing is kind of gay
2017-05-19 06:05:09.976412+00,0,0,0,0,0,0.875,0.109375,0.78125,0.015625,0.015625,0.8125,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,fry the bitch stealing the money for her own use is disgraceful
2017-05-19 08:10:34.962505+00,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,what is wrong with you get your own account troll
2017-05-19 15:00:21.738770+00,0,0,0,1,0,0.594594595,0.013513514,0.054054054,0.013513514,0.013513514,0.594594595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,this guy is a creep
2017-05-19 16:38:02.869525+00,1,1,0,1,3,0.75,0.052631579,0.223684211,0,0,0.671052632,0.013157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,what a jackass decision
2017-05-20 00:27:06.093235+00,1,0,0,0,0,0.5125,0,0.0125,0,0.1,0.4875,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.7,0,10,80,great another mentally ill guy who will be homeless on our streets
2017-05-20 00:30:23.777840+00,0,0,0,0,0,0.591549296,0.014084507,0.028169014,0,0,0.577464789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,she herself was an incompetent teacher
2017-05-20 03:36:34.942628+00,0,0,0,3,0,0.9,0.2,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,yep straight shooting himself in the foot
2017-05-20 12:50:24.573618+00,0,0,0,0,0,0.825,0.1125,0.2375,0.0125,0.025,0.775,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,next time give the bastard some steaming hot beverage to the face
2017-05-20 18:03:33.646325+00,0,0,0,5,9,0.680555556,0.013888889,0.097222222,0,0.013888889,0.611111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,this is trash
2017-05-20 19:02:39.547334+00,2,0,1,0,0,0.822580645,0.016129032,0.064516129,0.016129032,0.080645161,0.790322581,0.016129032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,then the man is a pig as well
2017-05-21 19:35:53.439013+00,0,0,0,0,0,0.830508475,0.033898305,0.101694915,0,0,0.796610169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,million for design work are they stupid or crazy
2017-05-21 20:14:57.178996+00,0,0,0,0,0,0.847457627,0.13559322,0.033898305,0,0,0.084745763,0.813559322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,let them kill their own
2017-05-22 00:58:57.533921+00,0,0,0,0,0,0.775,0.0875,0.725,0,0.0125,0.35,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,throw the damn towel
2017-05-23 07:03:54.624787+00,1,0,0,2,0,0.558823529,0,0.014705882,0,0,0.558823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,you really are crazy arent you have you spoken to a doctor lately
2017-05-23 08:35:54.513922+00,1,0,1,6,0,0.872340426,0,0.063829787,0,0,0.872340426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,what a loser
2017-05-23 15:47:36.748183+00,0,0,0,0,0,0.893939394,0.045454545,0.257575758,0,0,0.878787879,0.015151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,no wonder the redundancy in your name your doubly stupid
2017-05-24 02:36:41.502551+00,0,0,0,0,0,0.6,0.2,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,its time to start hanging these people in public
2017-05-24 05:47:14.191073+00,0,1,1,0,1,0.8,0.014285714,0.071428571,0,0,0.671428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,its a stupid question and not worth an answer
2017-05-24 18:09:17.288723+00,0,0,0,0,0,0.6,0,0,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,trump is the swamp
2017-05-24 21:43:40.008391+00,0,0,0,0,0,0.813559322,0.016949153,0.084745763,0,0,0.779661017,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,10,59,that guy is useless
2017-05-25 14:52:48.192579+00,0,0,0,0,1,0.6125,0,0,0,0.0125,0.5875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,what a bunch of lazy people
2017-05-25 17:23:05.363793+00,0,0,0,1,0,0.680555556,0.013888889,0.055555556,0.013888889,0.041666667,0.597222222,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,this is democracy disgusting
2017-05-25 17:47:20.068331+00,0,0,0,1,1,0.5875,0,0.0625,0,0.0125,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,this is what comes of democracy disgusting
2017-05-25 18:41:46.094961+00,1,0,1,6,3,0.781818182,0.018181818,0.036363636,0,0.018181818,0.763636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,such a loser so much losing
2017-05-25 22:28:41.314007+00,0,0,0,0,0,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,trump is a disaster
2017-05-26 23:37:21.270905+00,0,0,0,1,1,0.862068966,0,0.172413793,0,0,0.74137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,its pretty stupid the bland leading the bland
2017-05-27 00:57:52.668121+00,0,0,0,0,0,0.6,0.1,0,0,0,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,need the death penalty back for sure
2017-05-27 01:39:25.041291+00,1,1,2,3,1,0.8,0.1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,the body language of a loser
2017-05-27 08:09:57.518488+00,0,1,0,10,1,0.7,0,0,0.3,0.2,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,the fat lady is warming up
2017-05-27 15:22:24.386550+00,0,0,0,0,0,0.833333333,0,0.833333333,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,damn got to revert back to cash only
2017-05-27 18:47:48.172481+00,0,0,0,0,0,0.704225352,0.014084507,0,0.014084507,0,0.718309859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,you would know right loser
2017-05-28 03:37:31.483416+00,0,0,0,3,0,0.6,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,ding dong the witch is dead
2017-05-28 18:07:54.989124+00,0,1,0,0,2,0.8,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,and look you get to be completely ignorant and still live in a bubble of delusional superiority thats privilege
2017-05-29 14:00:02.081636+00,1,0,0,0,0,0.833333333,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,we shouldnt be forced to pay for your worthless psychology degree
2017-05-30 11:04:24.664823+00,0,0,3,15,1,0.848484848,0.015151515,0.727272727,0,0,0.621212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,stuff your dictatorial crap
2017-05-30 20:05:06.894656+00,1,0,0,0,2,0.525,0,0,0,0.0125,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,prove it oh you cant just another wing nut liar
2017-05-31 01:20:38.502154+00,0,0,0,1,0,0.8125,0.046875,0.171875,0,0.015625,0.828125,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,idiot glad the head case is off the team
2017-05-31 14:33:25.290309+00,0,0,0,0,0,0.702702703,0.027027027,0,0,0.135135135,0.662162162,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0,10,74,he obviously is mentally ill
2017-05-31 15:47:08.930178+00,0,0,0,2,0,0.723684211,0.026315789,0.105263158,0,0,0.671052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,because some poor sucker will buy it
2017-05-31 19:43:43.332580+00,0,0,0,0,0,0.779411765,0.044117647,0.25,0,0.029411765,0.779411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,its because they are actually educated and wont just follow the mindless crap trump and big oil dish out
2017-06-01 15:17:12.406486+00,0,0,0,1,0,0.734375,0.078125,0.140625,0,0,0.703125,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,how do you spot an antitax moron they want everyone to pay for their free ride
2017-06-01 18:54:32.701072+00,0,0,0,1,0,0.774193548,0.016129032,0.016129032,0,0,0.725806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,an unidentified coward
2017-06-01 22:24:20.790632+00,0,0,0,0,0,0.888888889,0,0.185185185,0.037037037,0,0.888888889,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,mike is a moron in a year do nothing job
2017-06-02 11:15:43.369671+00,0,0,0,0,0,0.78,0,0.02,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,you must be a buffoon
2017-06-03 16:32:26.017013+00,0,0,0,0,0,0.7,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,make him worm
2017-06-03 20:05:52.784499+00,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,yep just time to remove him
2017-06-04 02:42:30.358503+00,0,0,0,0,0,0.6375,0.025,0.3875,0,0.0125,0.3375,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,what the hell is it to you
2017-06-04 15:32:22.815630+00,0,0,0,2,0,0.55,0.05,0,0.0125,0.275,0.0625,0.4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,theres only one religion that will kill you if you dont submit
2017-06-04 21:05:21.313268+00,0,0,0,1,0,0.575,0.025,0,0,0.5875,0.25,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,80,whites commit the majority of crime in the us what do you think we should do about it
2017-06-05 15:59:37.874106+00,0,0,0,0,0,0.771428571,0.042857143,0.228571429,0,0.228571429,0.657142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,please move to canada since you only care about liberal crap
2017-06-05 19:26:33.206937+00,1,0,0,0,0,0.7,0.1,0.1,0.7,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,your talking out of your behind
2017-06-05 21:56:56.294200+00,0,0,0,0,0,0.8,0,0.1,0,0,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,that was a lot of work to create a ridiculous straw man
2017-06-06 01:42:04.656034+00,0,0,0,2,0,0.94,0,0.12,0,0.04,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,because he and they are stupid when it comes to understanding science
2017-06-06 04:52:10.504466+00,0,0,0,0,0,0.805555556,0.041666667,0.111111111,0,0.013888889,0.805555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,your vote was extremely based on stupidity
2017-06-06 15:50:30.883071+00,1,0,0,14,7,0.802631579,0.026315789,0.039473684,0,0.368421053,0.763157895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,the woman is a traitor
2017-06-06 18:21:50.782824+00,1,0,2,8,5,0.675,0.0375,0.1375,0.025,0.0125,0.575,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,in stupidity there is cash
2017-06-06 18:34:37.068047+00,0,0,0,0,0,0.921875,0,0.265625,0,0.015625,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,he is a moron so one can see why but that doesnt change anything
2017-06-06 20:37:16.148972+00,1,0,0,1,1,0.756756757,0.054054054,0.702702703,0,0,0.324324324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,quick call another election and get harper back he will take no crap from trump
2017-06-07 03:30:32.355336+00,0,0,0,0,0,0.8,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,pathetic is a good description
2017-06-07 07:21:22.968210+00,0,0,0,0,0,0.872340426,0,0.042553191,0,0,0.872340426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,you cant fix stupid
2017-06-07 16:54:13.574736+00,0,0,0,0,0,0.612903226,0.048387097,0,0,0,0.596774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,you continue to be a liar
2017-06-08 01:56:22.032840+00,0,0,2,6,1,0.71969697,0.022727273,0.681818182,0.022727273,0,0.151515152,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,we just got screwed
2017-06-08 10:18:20.735814+00,0,0,0,0,0,0.88372093,0,0.046511628,0,0.023255814,0.88372093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,you are a fool
2017-06-09 01:33:52.523944+00,0,0,0,0,2,0.592592593,0,0.037037037,0,0.037037037,0.592592593,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,are you mad because there was nothing or that trump is only another lying politician
2017-06-09 14:05:52.978410+00,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,he drove his friend around town so his friend could shoot people
2017-06-10 00:29:02.591642+00,0,0,0,0,0,0.6,0.016666667,0.05,0,0.05,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,who in their right mind would honestly think this orange pig would not lie under oath
2017-06-10 17:31:00.996209+00,0,0,0,0,0,0.769230769,0,0.046153846,0,0.030769231,0.753846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,she should resign because she is a nut job
2017-06-10 19:11:29.703343+00,0,0,0,7,0,0.86,0.02,0.02,0,0.02,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,they are all disgusting
2017-06-11 16:28:43.846536+00,0,0,0,0,0,1,0.166666667,0,0,0,0.166666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,without doubt they need to be shot
2017-06-11 17:44:25.755626+00,0,0,0,0,0,0.8,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,you cant argue with a sick mind
2017-06-12 16:14:16.246161+00,0,0,0,1,0,0.743243243,0.054054054,0.716216216,0,0,0.175675676,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,damn i hate always being right
2017-06-12 23:23:43.889829+00,0,0,0,0,0,0.85483871,0.14516129,0.741935484,0.177419355,0.048387097,0.822580645,0.080645161,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,62,all chuck u does is bitch moan whine and attack president trump
2017-06-13 05:23:16.630249+00,0,0,0,0,0,1,0.166666667,0.166666667,0,1,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,10,6,never you know its only whites that can be racist
2017-06-13 06:25:34.532674+00,0,0,0,0,0,0.8,0.1,0.1,0,0,0.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,find them and cut their arms off no mercy
2017-06-13 13:47:15.036274+00,0,0,0,5,0,0.722222222,0.013888889,0.194444444,0.041666667,0.013888889,0.680555556,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,people suck these days
2017-06-13 14:26:14.313576+00,0,0,0,2,0,0.547169811,0.018867925,0,0,0.018867925,0.547169811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,thats a retarded idea
2017-06-13 17:31:16.718203+00,0,0,0,0,0,0.914285714,0.085714286,0.814285714,0.528571429,0.014285714,0.771428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,what a dick
2017-06-13 18:17:03.554695+00,0,0,0,0,0,0.82,0.02,0.06,0,0.04,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,thank you for your patronizing tone you bombastic lying hypocrite
2017-06-13 22:48:08.597176+00,0,0,0,0,0,0.885714286,0.042857143,0.414285714,0.371428571,0,0.657142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,what an ass
2017-06-14 07:06:25.924769+00,0,0,0,0,0,0.9,0.2,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,the times are dangerous because we have a buffoon as president
2017-06-14 14:28:59.683734+00,0,0,1,6,0,0.8,0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,her attacker was a political independent drug abuser and insane
2017-06-14 16:06:05.102481+00,0,0,0,0,0,0.85106383,0.042553191,0.106382979,0,0,0.808510638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,pity is wasted on the terminally stupid
2017-06-14 19:03:38.386254+00,0,0,0,0,0,0.578125,0.046875,0.015625,0,0.53125,0.109375,0.125,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,10,64,whoa another white guy with a gun
2017-06-15 15:07:36.287359+00,0,0,0,0,0,0.945454545,0,0.181818182,0,0.018181818,0.854545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,what an idiotic statement
2017-06-16 11:08:54.190163+00,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,why dont you hit him with your purse
2017-06-17 05:13:41.876338+00,0,0,0,0,0,0.646153846,0.015384615,0.092307692,0,0.030769231,0.6,0.015384615,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65,i see your foolish blindness dark lord
2017-06-17 13:25:52.910378+00,0,0,0,2,0,0.563380282,0.014084507,0.112676056,0,0,0.549295775,0.070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,how ridiculous she did something wrong and is now paying restitution you all are acting like she shot someone
2017-06-18 20:35:36.987359+00,0,0,0,0,0,0.803921569,0.019607843,0.019607843,0.019607843,0.019607843,0.784313725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,trump is just a terrible human being
2017-06-18 21:24:07.506178+00,0,0,0,0,0,0.822580645,0,0.129032258,0,0.048387097,0.838709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,that madam is pure rubbish
2017-06-18 22:26:56.109123+00,0,0,0,0,0,0.52173913,0.014492754,0.028985507,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,quite an exercise in fantasy trump is in fact a dummy
2017-06-19 03:49:59.857482+00,0,0,0,0,0,0.871794872,0.025641026,0.051282051,0,0,0.871794872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,thats not what he said and you either know it or you are a trolling fool
2017-06-19 20:08:06.724785+00,0,0,0,3,2,0.8,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,you are the avowed racist on this thread
2017-06-20 06:13:40.056093+00,0,0,0,2,0,0.714285714,0,0.035714286,0.035714286,0,0.696428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,what a pathetic thing to say
2017-06-20 12:13:31.678797+00,0,0,0,1,0,0.833333333,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,the pig people plain and simple
2017-06-20 15:18:04.790012+00,0,0,0,2,0,0.7625,0.075,0.0125,0,0.6375,0.525,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,80,spoken like a black racist well done let your hatred continue
2017-06-20 18:13:57.615816+00,0,0,0,2,3,0.8,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,are you saying you shine with pride watching the clown show that is our current executive branch
2017-06-20 21:59:22.701914+00,0,0,0,0,0,0.805555556,0.180555556,0,0,0.041666667,0.013888889,0.791666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,feeling the need to go and shoot up people
2017-06-20 23:10:39.387236+00,0,0,0,0,0,0.9375,0.09375,0.71875,0,0.03125,0.828125,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,reed is full of crap
2017-06-21 13:17:58.145643+00,0,1,1,1,0,1,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,10,4,for what i hope he does he needs a real spanking
2017-06-21 16:47:33.338534+00,0,0,0,0,0,0.882352941,0.039215686,0.235294118,0,0,0.882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,what an idiot
2017-06-21 20:22:48.944988+00,0,0,1,2,0,0.694444444,0.027777778,0.055555556,0.013888889,0.041666667,0.638888889,0.319444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,string up this antisocial animal
2017-06-21 21:26:02.724574+00,0,0,0,0,0,0.75862069,0.017241379,0.017241379,0,0.017241379,0.75862069,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,she is so disgusting
2017-06-21 22:06:07.134022+00,0,0,0,0,0,0.941176471,0.073529412,0.176470588,0,0.147058824,0.941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,5,68,you know fat and stupid is no way to go through life
2017-06-21 22:15:13.759997+00,1,0,1,4,2,0.640625,0,0.015625,0,0,0.59375,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,what a silly self deluding article
2017-06-21 23:10:03.520261+00,0,0,0,0,0,0.7,0,0.1,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,they are ill in the head
2017-06-22 07:03:24.985577+00,0,0,0,2,0,1,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,and watch the liberal hypocrisy fly
2017-06-22 21:47:34.409684+00,0,0,1,0,2,0.833333333,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,pure partisan silliness
2017-06-23 00:50:10.293056+00,0,0,0,1,0,0.525,0.0125,0.2875,0.55,0,0.1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,not much to go by here slid on his butt in a car on purpose too bad
2017-06-23 13:31:59.906211+00,0,0,0,2,0,0.526315789,0.039473684,0,0,0,0.013157895,0.526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,go ahead shoot the messenger
